Voltage,Counter,Ref,Curr_mA 1,Curr_mA 2,Curr_mA 3,Curr_mA 4,Curr_mA 5,Curr_mA 6,Curr_mA 7,Curr_mA 8,Curr_mA 9,Curr_mA 10,Curr_mA 11,Curr_mA 12,Curr_mA 13,Curr_mA 14,Curr_mA 15,Curr_mA 16, Curr_mA 17, Curr_mA 18, Curr_mA 19, Curr_mA 20, Curr_mA 21, Curr_mA 22, Curr_mA 23, Curr_mA 24
1.8333333,1.0,2.0,-20.312914,-6.1635966,-2.9524949,-0.6281904,-0.119621076,-0.13211192,-0.028469272,-0.029436301,-0.025826046,-0.025946926,-0.026116157,-0.02615645,-0.025576228,-0.025890514,-0.025882456,-0.025608463,-0.02471396,-0.024456084,-0.025407,-0.025447292,-0.024069272,-0.024101505,-0.02413374,-0.024004802
1.8587961,1.0,2.0,-20.57883,-6.2023416,-3.003745,-0.63995206,-0.12105539,-0.13302243,-0.028538551,-0.02948141,-0.025983972,-0.02610485,-0.026322434,-0.026298258,-0.025718039,-0.0260565,-0.026040383,-0.025790565,-0.02489606,-0.024702653,-0.02570998,-0.025645511,-0.024299722,-0.024356132,-0.024356132,-0.02425943
1.8842592,1.0,2.0,-20.697006,-6.266806,-3.106571,-0.66062963,-0.122086786,-0.13405383,-0.028938236,-0.029921388,-0.026069371,-0.0263756,-0.026649592,-0.0266093,-0.02538439,-0.024618823,-0.024618823,-0.02550527,-0.025070105,-0.024957284,-0.0259082,-0.025892084,-0.02457047,-0.024626883,-0.024626883,-0.024522118
1.8842592,1.0,2.0,-20.744015,-6.2856665,-3.1653988,-0.67263186,-0.12244942,-0.13461792,-0.02903494,-0.029993916,-0.02711699,-0.026343364,-0.026706003,-0.026649592,-0.027898677,-0.03267743,-0.033233475,-0.028470838,-0.025561681,-0.025142632,-0.02602102,-0.026012963,-0.024610763,-0.024659116,-0.02463494,-0.024538236
1.8587961,1.0,2.0,-20.50496,-6.2143435,-3.1745877,-0.67458695,-0.12093451,-0.13338506,-0.02870778,-0.029674817,-0.026129026,-0.026620602,-0.026507784,-0.026467487,-0.025476279,-0.024525367,-0.024605952,-0.025685804,-0.02500082,-0.024742946,-0.025685804,-0.025701921,-0.02431584,-0.024356132,-0.024356132,-0.02425943
1.8333333,1.0,2.0,-20.279337,-6.1876006,-3.1958647,-0.678771,-0.11970166,-0.13187017,-0.028574033,-0.029541066,-0.026422383,-0.026116157,-0.02633374,-0.026269268,-0.02684143,-0.029637769,-0.030991614,-0.027357183,-0.024939599,-0.024576962,-0.025487585,-0.025479527,-0.024093447,-0.02413374,-0.024141798,-0.024037037
1.8078701,1.0,2.0,-20.114153,-6.1368537,-3.1929657,-0.67815423,-0.11887173,-0.1312014,-0.02832746,-0.029270317,-0.026780207,-0.02618387,-0.026143577,-0.026095226,-0.0275216,-0.03231647,-0.03278387,-0.028174346,-0.024975078,-0.024427094,-0.02531354,-0.025345774,-0.02387105,-0.023895226,-0.02387105,-0.023782406
1.7824073,1.0,2.0,-19.861671,-6.0758185,-3.1683087,-0.6727366,-0.11703448,-0.12936416,-0.02800836,-0.028999573,-0.025614955,-0.026380524,-0.025953418,-0.025921183,-0.02477686,-0.023519717,-0.023584185,-0.025018618,-0.02431752,-0.024027409,-0.02496221,-0.02495415,-0.02356001,-0.023616422,-0.02368089,-0.023511657
1.7569447,1.0,2.0,-19.662912,-6.0422177,-3.1509047,-0.66851926,-0.11596282,-0.12845366,-0.027858498,-0.028849706,-0.026238717,-0.025690733,-0.025739083,-0.025731025,-0.027237985,-0.031235056,-0.032000624,-0.028229194,-0.024401356,-0.023893662,-0.024796225,-0.024796225,-0.023369854,-0.023369854,-0.02339403,-0.02331344
1.7314816,1.0,2.0,-19.491013,-5.979468,-3.1052952,-0.6581292,-0.114568785,-0.12705962,-0.027563574,-0.02852255,-0.026008263,-0.025814857,-0.025540862,-0.025540862,-0.026556248,-0.029666869,-0.027233172,-0.026443427,-0.024130607,-0.023606796,-0.024541594,-0.024533536,-0.023066869,-0.023123281,-0.023123281,-0.023002401
1.7060187,1.0,2.0,-19.225098,-5.9132895,-3.0661325,-0.6503112,-0.11317476,-0.12554473,-0.027317004,-0.028300155,-0.02508477,-0.025745576,-0.02537488,-0.025350705,-0.024335317,-0.023239348,-0.026269384,-0.026511142,-0.023618102,-0.023247406,-0.02421444,-0.024182206,-0.022820301,-0.022860594,-0.022868652,-0.022747774
1.6805556,1.0,2.0,-19.046482,-5.8796883,-3.055981,-0.6484941,-0.11234484,-0.12483567,-0.027151017,-0.028093874,-0.025587646,-0.025063839,-0.02511219,-0.025152482,-0.026530504,-0.030640395,-0.031003032,-0.026167868,-0.023677757,-0.023162007,-0.024024276,-0.024056511,-0.022573728,-0.022630138,-0.022638196,-0.02250926
1.6550927,1.0,2.0,-18.84101,-5.808366,-3.0393825,-0.6447911,-0.11070905,-0.1231596,-0.026791627,-0.02775866,-0.024494924,-0.02514767,-0.02487368,-0.0248495,-0.023681004,-0.022520566,-0.022496391,-0.023600418,-0.023133017,-0.02277038,-0.023697121,-0.023705179,-0.022278804,-0.022351334,-0.022335216,-0.022238512
1.6296296,1.0,2.0,-18.601954,-5.7610474,-3.039707,-0.64486015,-0.1093956,-0.122007325,-0.026593406,-0.027576556,-0.024699634,-0.024482049,-0.024643224,-0.024602927,-0.02511868,-0.027632967,-0.028849816,-0.025328204,-0.02303956,-0.022588277,-0.0234989,-0.023482783,-0.022064466,-0.022080585,-0.022128938,-0.021999998
1.6041665,1.0,2.0,-18.403193,-5.696583,-3.0263317,-0.6421858,-0.108686544,-0.12089534,-0.0263146,-0.027313866,-0.024976872,-0.024436943,-0.024420826,-0.024364417,-0.02562156,-0.030448666,-0.030795185,-0.026145367,-0.023018626,-0.02243035,-0.023252327,-0.02329262,-0.02178566,-0.021825954,-0.021842072,-0.02173731
1.5787036,1.0,2.0,-18.164139,-5.6389775,-3.0040922,-0.63711107,-0.10672842,-0.11893722,-0.02595521,-0.026930299,-0.023714915,-0.024512718,-0.024069495,-0.024101729,-0.022739826,-0.02144239,-0.021531034,-0.022949347,-0.022328835,-0.021990374,-0.022836529,-0.022860704,-0.021506857,-0.021539092,-0.021571327,-0.02144239
1.5532408,1.0,2.0,-17.95195,-5.576228,-2.9681532,-0.6289501,-0.10573733,-0.117946126,-0.025708638,-0.026667614,-0.024048567,-0.023589225,-0.023653693,-0.023653693,-0.02505589,-0.029077137,-0.029705709,-0.025192888,-0.022307906,-0.021840505,-0.022606075,-0.022614133,-0.021260286,-0.021260286,-0.021316698,-0.021195818
1.5277779,1.0,2.0,-17.806911,-5.5031915,-2.899174,-0.6141022,-0.10422243,-0.116149165,-0.025236428,-0.026195401,-0.023463532,-0.023455475,-0.02318954,-0.023237891,-0.023640823,-0.026566098,-0.025002727,-0.023519944,-0.021940455,-0.021537527,-0.022311153,-0.022319213,-0.02094925,-0.021013718,-0.021005658,-0.020884778
1.5023148,1.0,2.0,-17.52085,-5.4301534,-2.8229415,-0.5975396,-0.102788106,-0.114352204,-0.024893153,-0.025860185,-0.022628684,-0.02328143,-0.022797914,-0.022830147,-0.022902675,-0.020888023,-0.022717329,-0.022394983,-0.021419892,-0.021202309,-0.021927584,-0.021903407,-0.020694619,-0.020710735,-0.020702677,-0.02062209
1.4768519,1.0,2.0,-17.315376,-5.3725486,-2.737845,-0.5792625,-0.1018373,-0.113441706,-0.024582114,-0.025533028,-0.023881013,-0.022785043,-0.02243852,-0.022486875,-0.028079547,-0.030053908,-0.029602624,-0.026040722,-0.021761598,-0.021157203,-0.021705188,-0.021721305,-0.02041581,-0.020504456,-0.020496396,-0.020359403
1.4513888,1.0,2.0,-17.103184,-5.287509,-2.6430779,-0.5596137,-0.10036268,-0.11148356,-0.024150193,-0.025101108,-0.021926017,-0.022522354,-0.022054954,-0.022111364,-0.020153122,-0.020048361,-0.020378763,-0.020588288,-0.020886455,-0.020652756,-0.021305503,-0.021313563,-0.020104771,-0.02016924,-0.020153122,-0.020072537
1.4259257,1.0,2.0,-16.86413,-5.2316175,-2.5652337,-0.543394,-0.09900894,-0.109928355,-0.023839151,-0.024806185,-0.022856003,-0.022203255,-0.021768088,-0.021784205,-0.02680472,-0.02656296,-0.027135123,-0.025168821,-0.021075048,-0.020575413,-0.021091165,-0.021099225,-0.019898493,-0.019946843,-0.01996296,-0.019825963
1.4004631,1.0,2.0,-16.672087,-5.1602955,-2.4914196,-0.5276888,-0.09801786,-0.10877611,-0.023568409,-0.024462914,-0.02326218,-0.02227097,-0.021553755,-0.021650458,-0.02750101,-0.029475367,-0.028911265,-0.025188189,-0.02112665,-0.02041749,-0.020860715,-0.02088489,-0.019651925,-0.0196761,-0.019692218,-0.01956328
1.375,1.0,2.0,-16.446463,-5.078685,-2.410352,-0.51044047,-0.096341774,-0.10705972,-0.023152605,-0.024087403,-0.021113778,-0.021919636,-0.021226596,-0.021266889,-0.018873483,-0.018809015,-0.019332824,-0.020195095,-0.020066157,-0.019896926,-0.020436855,-0.020412678,-0.019373117,-0.019405352,-0.019357,-0.019316707
1.375,1.0,2.0,-16.426317,-5.087258,-2.359583,-0.49912408,-0.09654324,-0.10730149,-0.023160663,-0.024055168,-0.023031726,-0.021879343,-0.021315241,-0.021283006,-0.02861634,-0.029124033,-0.028334288,-0.025046377,-0.020815609,-0.02017898,-0.020573849,-0.02051744,-0.01936506,-0.019429527,-0.019405352,-0.019308649
1.4004631,1.0,2.0,-16.71238,-5.115716,-2.3189654,-0.4899677,-0.09761493,-0.1081717,-0.023286358,-0.02419698,-0.022746429,-0.022335442,-0.02147317,-0.021553755,-0.024511266,-0.026872437,-0.024140568,-0.022351557,-0.020876832,-0.020320788,-0.020715661,-0.020739837,-0.01961163,-0.019651925,-0.019651925,-0.019539103
1.4259257,1.0,2.0,-16.857414,-5.1544604,-2.2791533,-0.4811541,-0.09888806,-0.109162785,-0.023540983,-0.024403252,-0.0219212,-0.022533655,-0.02171168,-0.021768088,-0.021510212,-0.019979078,-0.022380542,-0.021953437,-0.020664059,-0.02043036,-0.020873584,-0.020865526,-0.019817906,-0.019874316,-0.019890433,-0.01979373
1.4513888,1.0,2.0,-17.076323,-5.2052083,-2.2482061,-0.47697005,-0.10052385,-0.110637404,-0.023731146,-0.02462565,-0.023843966,-0.022731876,-0.021990485,-0.022022719,-0.029412463,-0.030339204,-0.029057885,-0.025375102,-0.021684257,-0.020975102,-0.021232978,-0.021241035,-0.020128947,-0.02016118,-0.020145064,-0.020080594
1.4768519,1.0,2.0,-17.301945,-5.2319517,-2.2527168,-0.47930145,-0.10135379,-0.111709096,-0.023816545,-0.024735227,-0.02228541,-0.022825336,-0.022180649,-0.022172589,-0.020673687,-0.02100409,-0.021189436,-0.021124968,-0.021124968,-0.020907387,-0.021342551,-0.021374788,-0.020351343,-0.020375518,-0.020391636,-0.020270757
1.5023148,1.0,2.0,-17.514133,-5.2878423,-2.2725387,-0.4835189,-0.10266723,-0.112539016,-0.024046998,-0.02496568,-0.026794981,-0.024183994,-0.022556154,-0.022644801,-0.026456524,-0.026577402,-0.027496083,-0.026416227,-0.02310414,-0.021903407,-0.021734178,-0.021734178,-0.02061403,-0.020670442,-0.02068656,-0.020581797
1.5277779,1.0,2.0,-17.766619,-5.3385897,-2.2955842,-0.48859364,-0.10414185,-0.11393305,-0.02424522,-0.025139723,-0.030764632,-0.026179286,-0.023060603,-0.023254009,-0.03100639,-0.031755842,-0.03101445,-0.02921738,-0.024930201,-0.022641556,-0.022182215,-0.022158038,-0.020917015,-0.020965366,-0.02094925,-0.02087672
1.5532408,1.0,2.0,-17.911657,-5.363618,-2.3162117,-0.49281102,-0.10521352,-0.115045026,-0.024459556,-0.025313767,-0.021300578,-0.023774572,-0.023105707,-0.023178235,-0.020639772,-0.020792887,-0.021050762,-0.021155525,-0.0211797,-0.0214134,-0.02199362,-0.021977503,-0.02106688,-0.021099115,-0.021099115,-0.021026587
1.5787036,1.0,2.0,-18.11713,-5.4246526,-2.340063,-0.4978858,-0.10648666,-0.11627787,-0.024649715,-0.02553616,-0.030355208,-0.026309788,-0.023594037,-0.02380356,-0.03058085,-0.031096602,-0.030846784,-0.02942041,-0.025036529,-0.023054108,-0.022602828,-0.02258671,-0.021434331,-0.021458507,-0.021450449,-0.02137792
1.6041665,1.0,2.0,-18.30246,-5.463398,-2.3631082,-0.50296044,-0.10792098,-0.11747043,-0.024831815,-0.025750495,-0.028466249,-0.026451595,-0.023905074,-0.024066247,-0.027805442,-0.02857101,-0.027281633,-0.026338775,-0.024412768,-0.022970276,-0.022744637,-0.022760754,-0.021648664,-0.021721192,-0.021721192,-0.021608371
1.6296296,1.0,2.0,-18.521366,-5.5090017,-2.3821244,-0.5064921,-0.10907326,-0.118340656,-0.02500586,-0.02587619,-0.021895237,-0.023700366,-0.023780951,-0.023821244,-0.021693774,-0.021846885,-0.022338461,-0.022580218,-0.02192747,-0.022177288,-0.022693038,-0.022693038,-0.021854945,-0.02187912,-0.02187912,-0.021806592
1.6550927,1.0,2.0,-18.760424,-5.5151696,-2.4188695,-0.5151675,-0.11018524,-0.119654104,-0.024994558,-0.025816536,-0.026114704,-0.025470017,-0.024188695,-0.024237048,-0.025631187,-0.026154997,-0.02574401,-0.025461957,-0.023793824,-0.023044374,-0.023157196,-0.023157196,-0.022190161,-0.022246571,-0.022222394,-0.022149868
1.6805556,1.0,2.0,-19.00619,-5.607067,-2.4733434,-0.52658623,-0.111498676,-0.12165252,-0.02551512,-0.026337098,-0.023403764,-0.023242593,-0.024137096,-0.024096804,-0.023162007,-0.023476291,-0.02348435,-0.023419881,-0.02284772,-0.022871895,-0.023419881,-0.023427939,-0.02246091,-0.022493143,-0.022501202,-0.022420617
1.7060187,1.0,2.0,-19.218382,-5.7263985,-2.5334587,-0.53954816,-0.112973295,-0.12373154,-0.026221031,-0.027099421,-0.022626894,-0.022771949,-0.024286967,-0.024174146,-0.022643011,-0.022771949,-0.022514073,-0.022747774,-0.022691363,-0.022949237,-0.02373898,-0.023747038,-0.022731656,-0.022747774,-0.022780009,-0.022691363
1.7314816,1.0,2.0,-19.45072,-5.861161,-2.6064672,-0.5552533,-0.114286736,-0.12556878,-0.026838297,-0.027756982,-0.026080789,-0.026024379,-0.025065405,-0.02503317,-0.02544416,-0.025935736,-0.025927678,-0.025589213,-0.024195075,-0.023711557,-0.024251485,-0.024267603,-0.023042694,-0.023082986,-0.023099106,-0.022994341
1.7569447,1.0,2.0,-19.642767,-5.947915,-2.6907582,-0.5731876,-0.11555989,-0.12744634,-0.02726216,-0.028188901,-0.0233215,-0.023329558,-0.024062894,-0.024586702,-0.02326509,-0.023466555,-0.023345677,-0.023466555,-0.023305383,-0.02351491,-0.024473881,-0.024465824,-0.023281207,-0.023329558,-0.023329558,-0.02321674
1.7824073,1.0,2.0,-19.861671,-6.0260954,-2.7863307,-0.5933507,-0.11699419,-0.12871948,-0.02767796,-0.028636932,-0.023946824,-0.02408382,-0.024696274,-0.02495415,-0.023785653,-0.024099937,-0.023761477,-0.02390653,-0.023664773,-0.023834005,-0.024801034,-0.024768801,-0.023568068,-0.023584185,-0.023584185,-0.023511657
1.8078701,1.0,2.0,-20.080574,-6.1059904,-2.8802917,-0.6129995,-0.11834792,-0.13031495,-0.028045408,-0.029004384,-0.026659328,-0.026514273,-0.025958229,-0.025845408,-0.025917936,-0.026425628,-0.026538448,-0.02624028,-0.024886435,-0.024459329,-0.025200719,-0.025208779,-0.023830757,-0.023903284,-0.02387105,-0.023766289
1.8333333,1.0,2.0,-20.31963,-6.14988,-2.967806,-0.63127667,-0.11954049,-0.1316284,-0.028340332,-0.029299308,-0.023763042,-0.02378722,-0.024319086,-0.025133006,-0.023803337,-0.023972569,-0.02378722,-0.023932273,-0.023932273,-0.024270736,-0.025334472,-0.025326414,-0.02402898,-0.024117623,-0.024149857,-0.024004802
1.8587961,1.0,2.0,-20.511675,-6.207485,-3.056126,-0.6498967,-0.12081363,-0.13298213,-0.028651372,-0.02963452,-0.025677746,-0.025798624,-0.025863094,-0.025975915,-0.025371518,-0.025758332,-0.025524631,-0.025468221,-0.024831591,-0.024751006,-0.025677746,-0.025661629,-0.024340015,-0.024396427,-0.024388367,-0.024267487
1.8842592,1.0,2.0,-20.723867,-6.270235,-3.134776,-0.6664593,-0.12224796,-0.13437617,-0.028938236,-0.029937506,-0.027036404,-0.026947761,-0.026641533,-0.026585124,-0.026335306,-0.026738236,-0.027044464,-0.02678659,-0.025545564,-0.025182925,-0.026037138,-0.026037138,-0.024602704,-0.024642998,-0.024651058,-0.024530178
1.8842592,1.0,2.0,-20.723867,-6.27195,-3.181516,-0.67606103,-0.12204649,-0.13433588,-0.028954353,-0.029913329,-0.024095014,-0.024135308,-0.02469135,-0.025585856,-0.024175601,-0.02429648,-0.024119189,-0.02424007,-0.02435289,-0.024715526,-0.025892084,-0.025884025,-0.02457047,-0.024667175,-0.024626883,-0.02451406
1.8587961,1.0,2.0,-20.51839,-6.226346,-3.1979578,-0.67938775,-0.12093451,-0.13302243,-0.028748073,-0.029723167,-0.026975181,-0.027120238,-0.026886534,-0.026499722,-0.026435254,-0.026838183,-0.026781773,-0.026507784,-0.025323167,-0.024968587,-0.025774447,-0.025774447,-0.024323897,-0.024420602,-0.02442866,-0.024283605
1.8333333,1.0,2.0,-20.306198,-6.1721697,-3.1910295,-0.6779137,-0.119621076,-0.13195075,-0.02848539,-0.029452419,-0.025954986,-0.025850222,-0.025705168,-0.025914691,-0.02535059,-0.02575352,-0.025987219,-0.025737403,-0.02477037,-0.024576962,-0.025535936,-0.02551176,-0.02407733,-0.024109565,-0.02412568,-0.024004802
1.8078701,1.0,2.0,-20.100721,-6.1128488,-3.173625,-0.6736963,-0.11830763,-0.13059701,-0.028222699,-0.029197788,-0.023274712,-0.023306947,-0.023895226,-0.02479779,-0.023371415,-0.023476176,-0.023266654,-0.023419766,-0.023548706,-0.02398387,-0.025168486,-0.02514431,-0.023822699,-0.02387105,-0.02387105,-0.023734055
1.7824073,1.0,2.0,-19.888533,-6.06896,-3.1481624,-0.6679357,-0.11707477,-0.12944475,-0.02800836,-0.02900763,-0.027532903,-0.027645726,-0.027009096,-0.026235469,-0.026735103,-0.027226677,-0.02721056,-0.026791513,-0.02513144,-0.024406163,-0.02506697,-0.025099207,-0.023576126,-0.023664773,-0.0237373,-0.023616422
1.7569447,1.0,2.0,-19.656199,-6.0062113,-3.1098058,-0.65960336,-0.115761355,-0.12809102,-0.027689267,-0.028680477,-0.023531027,-0.023482673,-0.02390172,-0.02466729,-0.02344238,-0.02361967,-0.02357132,-0.02367608,-0.023369854,-0.02361967,-0.024683407,-0.024683407,-0.023305383,-0.023337618,-0.023369854,-0.023257032
1.7314816,1.0,2.0,-19.45072,-5.965751,-3.059361,-0.6486989,-0.1144882,-0.12677757,-0.027507164,-0.028474197,-0.02411449,-0.024283718,-0.024581887,-0.024726944,-0.024154782,-0.024243426,-0.02376797,-0.023848556,-0.023413392,-0.023461742,-0.024485186,-0.024444893,-0.023074927,-0.023139399,-0.023131339,-0.023018517
1.7060187,1.0,2.0,-19.258675,-5.9132895,-3.0314806,-0.64310986,-0.11329564,-0.12558502,-0.027252536,-0.028227627,-0.027953634,-0.027937517,-0.027018836,-0.025938982,-0.026914071,-0.027486233,-0.027599055,-0.027026894,-0.024810776,-0.023819568,-0.024391728,-0.024407845,-0.022868652,-0.022925062,-0.022925062,-0.022812242
1.6805556,1.0,2.0,-19.026335,-5.8471107,-3.0237465,-0.6414643,-0.1119419,-0.12435216,-0.026981788,-0.02794882,-0.022170797,-0.02215468,-0.022783251,-0.023806697,-0.022291677,-0.022348087,-0.022178855,-0.02233197,-0.02238032,-0.0227349,-0.023927575,-0.023911458,-0.022573728,-0.022638196,-0.02262208,-0.022501202
1.6550927,1.0,2.0,-18.820862,-5.8049364,-3.0232654,-0.6415333,-0.11070905,-0.12307902,-0.026743276,-0.027726427,-0.025244374,-0.025357194,-0.025171848,-0.024720564,-0.024889795,-0.025220199,-0.0248495,-0.024672212,-0.023487596,-0.023020199,-0.02382606,-0.023834119,-0.022399686,-0.02243192,-0.022399686,-0.022294922
1.6296296,1.0,2.0,-18.6221,-5.749045,-3.021172,-0.6409165,-0.1093956,-0.121725276,-0.026496703,-0.027463736,-0.024457874,-0.024353113,-0.02403077,-0.024151647,-0.023821244,-0.024280585,-0.024441756,-0.024151647,-0.0229348,-0.022644687,-0.02354725,-0.023531133,-0.022096703,-0.02216117,-0.022128938,-0.022032233
1.6041665,1.0,2.0,-18.376331,-5.672579,-3.0126321,-0.6390995,-0.10808215,-0.12033124,-0.026209837,-0.027217165,-0.021261852,-0.021350497,-0.022341704,-0.023107274,-0.02139079,-0.0214472,-0.021237677,-0.021414967,-0.021568079,-0.02196295,-0.023123391,-0.023107274,-0.021809835,-0.02185819,-0.021890424,-0.021769542
1.5787036,1.0,2.0,-18.170855,-5.637263,-3.005704,-0.63762546,-0.10672842,-0.11909839,-0.026019678,-0.026954478,-0.024222607,-0.024222607,-0.02373103,-0.023618212,-0.023706855,-0.024142021,-0.02391638,-0.023747148,-0.022602828,-0.022224074,-0.02298964,-0.02304605,-0.021571327,-0.021627735,-0.021627735,-0.0214988
1.5532408,1.0,2.0,-17.972095,-5.5727987,-2.9729884,-0.6301503,-0.10557616,-0.11770437,-0.025700578,-0.026651496,-0.022243438,-0.022130618,-0.02308959,-0.023009004,-0.021945266,-0.022259556,-0.022259556,-0.022267614,-0.021647101,-0.021695452,-0.022654425,-0.02263831,-0.021276403,-0.021332815,-0.021316698,-0.021260286
1.5277779,1.0,2.0,-17.739758,-5.516908,-2.9306026,-0.6207891,-0.10430302,-0.11622975,-0.025365364,-0.02631628,-0.020828368,-0.020860603,-0.022673791,-0.022520676,-0.02086866,-0.020989543,-0.020723606,-0.020884778,-0.02094119,-0.021271592,-0.022295035,-0.022286978,-0.021029836,-0.02105401,-0.021110421,-0.020981483
1.5023148,1.0,2.0,-17.514133,-5.4490147,-2.8769343,-0.60919887,-0.102908984,-0.1149163,-0.025110733,-0.026029415,-0.023192786,-0.02316055,-0.022652859,-0.022652859,-0.022685094,-0.023096083,-0.02310414,-0.022797914,-0.021766413,-0.021419892,-0.02212099,-0.022137107,-0.020759087,-0.020831613,-0.020815497,-0.020678502
1.4768519,1.0,2.0,-17.328808,-5.3948383,-2.8079548,-0.59435093,-0.10167613,-0.113482,-0.024727168,-0.02570226,-0.020625336,-0.020593101,-0.02210812,-0.021963065,-0.020568926,-0.020665629,-0.020625336,-0.02084292,-0.020504456,-0.020826802,-0.02174548,-0.021769658,-0.020456104,-0.020520573,-0.020552808,-0.020431928
1.4513888,1.0,2.0,-17.116615,-5.337232,-2.7357519,-0.5789886,-0.10036268,-0.11192678,-0.024432244,-0.025375102,-0.020620523,-0.020741401,-0.021821255,-0.021716492,-0.020515762,-0.020556055,-0.020386823,-0.020652756,-0.020362647,-0.02062858,-0.021482792,-0.02149085,-0.020201473,-0.02029012,-0.020298177,-0.020145064
1.4259257,1.0,2.0,-16.890991,-5.2710533,-2.6554902,-0.5620831,-0.09917011,-0.11069392,-0.024129262,-0.025080176,-0.0227593,-0.02258201,-0.021792265,-0.021832557,-0.022267723,-0.022702888,-0.02273512,-0.022299957,-0.021075048,-0.020744646,-0.02128457,-0.021316808,-0.019971019,-0.020043546,-0.02001937,-0.01990655
1.4004631,1.0,2.0,-16.658655,-5.2083044,-2.5752292,-0.54517776,-0.09781639,-0.10942079,-0.02377793,-0.024728846,-0.019522987,-0.019579396,-0.021199176,-0.021078298,-0.019539103,-0.01955522,-0.019490752,-0.019716393,-0.019659983,-0.02019185,-0.020925183,-0.020933243,-0.019692218,-0.019756686,-0.019748626,-0.019635808
1.375,1.0,2.0,-16.453178,-5.1506987,-2.5046377,-0.53050125,-0.09638207,-0.10790588,-0.023491066,-0.024425864,-0.020839784,-0.020904252,-0.02104125,-0.021057367,-0.020549674,-0.020662494,-0.020565791,-0.020598026,-0.020025864,-0.020195095,-0.020718904,-0.020710845,-0.01946982,-0.019518172,-0.019485937,-0.019373117
1.375,1.0,2.0,-16.459894,-5.142125,-2.456286,-0.52055657,-0.096341774,-0.107825294,-0.023426598,-0.024353337,-0.021911578,-0.02104931,-0.021089602,-0.021081543,-0.021532824,-0.021951871,-0.022129161,-0.021395827,-0.020444913,-0.020340152,-0.020767255,-0.02074308,-0.019461762,-0.019558465,-0.019526232,-0.01942147
1.4004631,1.0,2.0,-16.66537,-5.172298,-2.4325917,-0.5150008,-0.09781639,-0.10877611,-0.023584526,-0.02455156,-0.019716393,-0.020675369,-0.021239469,-0.021199176,-0.019635808,-0.019901741,-0.019587455,-0.019756686,-0.019708334,-0.020264378,-0.020901008,-0.02088489,-0.019724451,-0.019780863,-0.019805038,-0.019692218
1.4259257,1.0,2.0,-16.897707,-5.2316175,-2.4056735,-0.5089306,-0.09896865,-0.11000894,-0.023839151,-0.024765892,-0.022299957,-0.021727795,-0.021590801,-0.021590801,-0.021002522,-0.021445744,-0.02250948,-0.02180838,-0.020946112,-0.020873584,-0.02122816,-0.021220103,-0.020011311,-0.020075781,-0.020091899,-0.019930726
1.4513888,1.0,2.0,-17.103184,-5.2635045,-2.3666677,-0.49977422,-0.1002418,-0.11116122,-0.024005137,-0.024964113,-0.02201466,-0.021789022,-0.021829315,-0.021821255,-0.02127327,-0.021772902,-0.021458616,-0.021128215,-0.020958984,-0.021063745,-0.021450557,-0.021450557,-0.020265942,-0.02034653,-0.02033847,-0.020233708
1.4768519,1.0,2.0,-17.322092,-5.309108,-2.3220208,-0.4904463,-0.10139408,-0.112152316,-0.024203358,-0.025113981,-0.022414345,-0.02210812,-0.022075886,-0.022083946,-0.020609219,-0.021157203,-0.02205171,-0.021624602,-0.0212942,-0.021374788,-0.021672955,-0.021672955,-0.02054475,-0.02060116,-0.020593101,-0.020496396
1.5023148,1.0,2.0,-17.487272,-5.3649993,-2.298326,-0.48780534,-0.10298957,-0.113626935,-0.024449928,-0.025392786,-0.023466777,-0.0231122,-0.022451393,-0.02246751,-0.028181065,-0.024312932,-0.02195176,-0.021814764,-0.021887291,-0.021790588,-0.021983996,-0.021992054,-0.020831613,-0.020896083,-0.020888023,-0.020767145
1.5277779,1.0,2.0,-17.759903,-5.3951716,-2.3084779,-0.49116552,-0.10418214,-0.11477921,-0.02458368,-0.025510421,-0.022585144,-0.022641556,-0.022617377,-0.022617377,-0.021392472,-0.022222508,-0.022141922,-0.022012984,-0.021666465,-0.021811519,-0.022174155,-0.022158038,-0.021037893,-0.021118479,-0.021126537,-0.021029836
1.5532408,1.0,2.0,-17.864647,-5.440775,-2.321853,-0.49401128,-0.10513294,-0.11544795,-0.024822192,-0.025748933,-0.023484463,-0.023258822,-0.022912301,-0.022936478,-0.02650644,-0.02378263,-0.022348199,-0.02222732,-0.022219263,-0.022211203,-0.022436842,-0.02240461,-0.021340873,-0.0214134,-0.021397283,-0.021284461
1.5787036,1.0,2.0,-18.191,-5.510383,-2.3505392,-0.50011474,-0.106809005,-0.11736579,-0.025125172,-0.026035795,-0.024254842,-0.023900263,-0.023287809,-0.023344219,-0.028695134,-0.02473836,-0.022667296,-0.022562535,-0.022691472,-0.022618944,-0.022788176,-0.022764001,-0.021643853,-0.021692205,-0.021732498,-0.021595502
1.6041665,1.0,2.0,-18.329323,-5.5079775,-2.3671374,-0.50381774,-0.1078404,-0.117873356,-0.025105808,-0.02601643,-0.023284562,-0.023349032,-0.02336515,-0.023357091,-0.021793718,-0.02272852,-0.022929983,-0.02278493,-0.022470644,-0.022688227,-0.022913866,-0.022897748,-0.021882365,-0.021946833,-0.021922657,-0.021834014
